Address,TokenBalanceInWei,TokenBalanceInEth,DPCoin
0x28c1bb87E7af0600A24e06f759A6a165917BE44A,979020000000000000000000000000,"979,020,000,000.0000","146,853,000,000.0000"
0x5Fd8AAA44824A172E8a776bBce144b6803D9c392,899100000000000000000000000000,"899,100,000,000.0000","134,865,000,000.0000"
0xf191192befF59bBd0e98EdD9E4a5a993af8d35CA,649350000000000000000000000000,"649,350,000,000.0000","97,402,500,000.0000"
0x2B23b384F8Fc1351007Ad5dCA7A1975A200d8644,979020000000000000000000000000,"979,020,000,000.0000","146,853,000,000.0000"
0x99AC04c120CaCBE5e3187B9196Cd314AE2a23015,989010000000000000000000000000,"989,010,000,000.0000","148,351,500,000.0000"
0x86F482c08C43a7648dd2A4294858d6F519b67954,989010000000000000000000000000,"989,010,000,000.0000","148,351,500,000.0000"
0x6ECe03C00cAeEad82f0a67C8ae7a2A551A524382,969030000000000000000000000000,"969,030,000,000.0000","145,354,500,000.0000"
0xB5cA9190c58C3Ad9CBC5b74559E890e65A2bb22A,989010000000000000000000000000,"989,010,000,000.0000","148,351,500,000.0000"
0x86978367A8640F5145DD017818FDad80C1e6BD2E,979020000000000000000000000000,"979,020,000,000.0000","146,853,000,000.0000"
0xdD2bF1B7cFd1341fdeE4944E94366E5e75c5BC57,989010000000000000000000000000,"989,010,000,000.0000","148,351,500,000.0000"
0x3ECB7278a663A69CF941A52fB0FBb0F247E70b2b,909090000000000000000000000000,"909,090,000,000.0000","136,363,500,000.0000"
0xd41D6aA8FF6cECa2a33C2643cd005fac9F92529F,257232509001000000000000000000,"257,232,509,001.0000","38,584,876,350.15"
0x9AfCdDE2E193d939533Dae0FadDF7F99D802E2d0,919080000000000000000000000000,"919,080,000,000.0000","137,862,000,000.0000"
0x322ED6d5E2714c29E7AAD931c9a80676c1750D99,649350000000000000000000000000,"649,350,000,000.0000","97,402,500,000.0000"
0x901532Cd49aB317dFfd452c2164c2ebC6195BdF6,979020000000000000000000000000,"979,020,000,000.0000","146,853,000,000.0000"
0x6021030e4090b13ba8825Ff279AC6E21152A057d,899100000000000000000000000000,"899,100,000,000.0000","134,865,000,000.0000"
0x648d357D86A7D50Cd74e2a255Ff382E3F4AAbC71,939060000000000000000000000000,"939,060,000,000.0000","140,859,000,000.0000"
0x84BF5f7585b75efdC3fb5aC810adE14C91dFb1Eb,989010000000000000000000000000,"989,010,000,000.0000","148,351,500,000.0000"
0x5E0Aa031DB4E6dd8862FF14c8d2D3F575c0334B6,989259750000000000023357216593,"989,259,750,000","148,388,962,500"
0x017940e15D811C46Bb00dF2F4fA9C0ebC25bCBa6,989010000000000000000000000000,"989,010,000,000.0000","148,351,500,000.0000"
0xe7Bd891dbCB35064751E777262AE7ffb54Bc7B12,939060000000000000000000000000,"939,060,000,000.0000","140,859,000,000.0000"
0x9C5f2f7991997EAcc3bF29505A7E4D14D645c107,989999010000000000000000000000,"989,999,010,000.0000","148,499,851,500.0000"
0x78Ef741F4f039C836039FA649a538fb692ccC8A1,989010000000000000000000000000,"989,010,000,000.0000","148,351,500,000.0000"
0x2D12b1A88f1162ABaC22cb567427Dd6990cA1b0B,939060000000000000000000000000,"939,060,000,000.0000","140,859,000,000.0000"
0xd8b7519e2C118Ef582F6d13979da12870319d604,989010000000000000000000000000,"989,010,000,000.0000","148,351,500,000.0000"
0x384671E2B3b1f59371083b6Cf903a4019620720d,989010000000000000000000000000,"989,010,000,000.0000","148,351,500,000.0000"
0x8400Ec794e270A908A5E8e4d2c300a5D9F907F93,894296531515761000000000000000,"894,296,531,515.761","134,144,479,727.3642"
0xf5F1F9175dCB4ab9702560949c43cf3Fa192A306,969030000000000000000000000000,"969,030,000,000.0000","145,354,500,000.0000"
0x29FB6EfC06DEcB6F4344F82ce4A32646d06FE833,108936354600000000000000000000,"108,936,354,600.0000","16,340,453,190.0000"
0xAf16535502CE3Aa31a2a5918b118dB67fF26B282,499500000000000000000000000000,"499,500,000,000.0000","74,925,000,000.0000"
0xa6E4e8451ba0F0B4bF3a6d91d7FAb72d0ED66BbE,909090000000000000000000000000,"909,090,000,000.0000","136,363,500,000.0000"
0x3A0f85EEF10c3f634c0Aaa662d1473407b9870B1,989010000000000000000000000000,"989,010,000,000.0000","148,351,500,000.0000"
0x5EEe717D718E971Ba730e8c5990710DbFf4cfC52,89910000000000000000000000000,"89,910,000,000.0000","13,486,500,000.0000"
0x108622EB4e93EA279383ceD2292a4a0282e770b8,89910000000000000000000000000,"89,910,000,000.0000","13,486,500,000.0000"
0xD338A062E88e61ACFC3c5A6487Ae9ABaB8C96a7d,939559500000000000024381556724,"939,559,500,000","140,933,925,000"
0x12668De1F64a44eAe3f421CbD6Eb57C41185a819,354355190097003000000000000000,"354,355,190,097.003","53,153,278,514.5505"
0x8871003980cc7d33703F2Bf93f48290DB31EDAEe,289809900000000000000000000000,"289,809,900,000.0000","43,471,485,000.0000"
0x4395D8c32Db5c08DF9C63F0dF1655E57198A8313,299700000000000000000000000000,"299,700,000,000.0000","44,955,000,000.0000"
0x9E05B1510c36dbEDc4Abca76672AdaFbD1Ae4aEE,689310000000000000000000000000,"689,310,000,000.0000","103,396,500,000.0000"
0x23086e482F2508c47EE4a1A7E87338A0897bAD11,812842069612662000000000000000,"812,842,069,612.662","121,926,310,441.8993"
0x6c11A3121c22cF862B7ef73aA5e51bC54aA88DA1,989010000000000000000000000000,"989,010,000,000.0000","148,351,500,000.0000"
0x82E1294aF6b029E2D4C34ACE67A7561436aF5bbd,589410000000000000000000000000,"589,410,000,000.0000","88,411,500,000.0000"
0xa3CD22C25B5eAf064b6F2cC784B5a06bF01ea7Fe,989010000000000000000000000000,"989,010,000,000.0000","148,351,500,000.0000"
0x99ed4B2eaF0318DFc1e720d8e53e656B679a18bA,244850904000000000000000000000,"244,850,904,000.0000","36,727,635,600.0000"
0x581585B0b2e44B2618854fc040300225E26b9CC1,147959783217891000000000000000,"147,959,783,217.891","22,193,967,482.6837"
0xd0532df3B60F8bc282a4096c46BA15906fd8F276,399600000000000000000000000000,"399,600,000,000.0000","59,940,000,000.0000"
0x6fD531Ae25dda05a00FE377201fbDEeFCE38F291,544726242838899377599537903539,"544,726,242,838.8994","81,708,936,425.8349"
0x9006582F542F62417c3b789877d4b64B0d78063A,989010000000000000000000000000,"989,010,000,000.0000","148,351,500,000.0000"
0x94AdfbB0f35d676035E5643543B16A98566cd145,0,0.0000,0.0000
0xf23e74D2d4E8416348809C1eAbC34723e1700CD1,499500000000000000000000000000,"499,500,000,000.0000","74,925,000,000.0000"
0xF00AAC8edf7B5Bf3098E5cFA9Cae940EF571Cb85,449648901000000000000000000000,"449,648,901,000.0000","67,447,335,150.0000"
0x57286C82C5D491817EAF6C9D98D90FcED6456594,820179000000000000000000000000,"820,179,000,000.0000","123,026,850,000.0000"
0x3CE5Bfc5536c6CABFB8Ddc823dEbb736Dc7273C3,0,0.0000,0.0000
0x12947b6B9a5dc9114a5068178e68B3aC61F1DD3B,727735538093904000000000000000,"727,735,538,093.904","109,160,330,714.0856"
0x4eA80666433a30865f806A2C2E8Cf1D96D6c48D7,429678891000000000000000000000,"429,678,891,000.0000","64,451,833,650.0000"
0xD012EE18d624d2308bA2663c750aa5327B3d270A,0,0.0000,0.0000
0xb6722861cCF858BD0aF6D7BE19857056aA436fa8,989010000000000000000000000000,"989,010,000,000.0000","148,351,500,000.0000"
0xcCaB89f123B01771c31f43BE0b88527128F26C18,187822889100000000000000000000,"187,822,889,100.0000","28,173,433,365.0000"
0xA7aEE4286E00E9E0F5e0e06403041aAB58563426,799200000000000000000000000000,"799,200,000,000.0000","119,880,000,000.0000"
0x2C968eC919153B848159a707bc7e2B4ed8C2d8a5,749250000000000000000000000000,"749,250,000,000.0000","112,387,500,000.0000"
0x253037e450604309CC368aC7f98F9572D9f7BbE7,98901000000000000000000000000,"98,901,000,000.0000","14,835,150,000.0000"
0x893cEAE730d767eF5dbeCFB23B1b589FC310AD75,378251559810000000000000000000,"378,251,559,810.0000","56,737,733,971.5"
0xfEfAE1B4a447d5a7c504A32B4f26f815E9107B75,399600000000000000000000000000,"399,600,000,000.0000","59,940,000,000.0000"
0x117832f5B48E7c2d76f6d447B6ecE7BE78353228,0,0.0000,0.0000
0x3d19863e4Cbd5AB91De3037b743F785e452e2fbD,407592000000000000000000000000,"407,592,000,000.0000","61,138,800,000.0000"
0x28C3Df4558BD86b0B3f216eDc281732E08eA2347,0,0.0000,0.0000
0x43C3b91eAa0eAd52FB79e9f208196eA96C0D1FD7,499500000000000000000000000000,"499,500,000,000.0000","74,925,000,000.0000"
0x5dbF3133D48F2298b31eb97181Fac6e5018D1Ad1,629370000000000000000000000000,"629,370,000,000.0000","94,405,500,000.0000"
0x5C4b92aFD4C7b1077c5A1b6a1503b55275AD6B94,417922636802645220622572310215,"417,922,636,802.6452","62,688,395,520.3968"
0x2539275963611B0a1F9927bfaAA6B928665447D6,533689776000000000000000000000,"533,689,776,000.0000","80,053,466,400.0000"
0xfB19e95984b2cd8d70165e4FEA3fa1719F76cCac,266810068645313951447903900772,"266,810,068,645.314","40,021,510,296.7971"
0x6305a88652b355A34671916945a743f9F3CdeA81,800000000000000000000000000000,"800,000,000,000.0000","120,000,000,000.0000"
0x70bDeabB947CfEB7cD9C5621668721Da1Cf9938e,389618991000000000000000000000,"389,618,991,000.0000","58,442,848,650.0000"
0x0d3383c250e60a7115908B6bA0380c9949158a08,315443519922449823705299805483,"315,443,519,922.4498","47,316,527,988.3675"
0x02221DB70cfabf9D8E6AdE59a950ddc175f8FA51,40983320376524811633277363406,"40,983,320,376.5248","6,147,498,056.4787"
0x4ae70Ea98890800fd91d33EF1bB1A6585bC6Be28,0,0.0000,0.0000
0x317ce5419982DE2fC40DD006A89de50B852Da35e,916616435570870542312745011180,"916,616,435,570.8705","137,492,465,335.6306"
0xC4cade27Dfc59617Dd257C442be991E584A5B62D,585003862394557481427161360467,"585,003,862,394.5575","87,750,579,359.1836"
0xED8213d809C9aa870d221792B96FBD4c9777FA45,480606912000000000000000000000,"480,606,912,000.0000","72,091,036,800.0000"
0x3D9a75d46B93f30aBAe91864921d6bc0DeeC213A,884419695000000000000000000000,"884,419,695,000.0000","132,662,954,250.0000"
0xC78763C908eF4B0F281397dc391C611FF6B774fF,890967701890216197968055005398,"890,967,701,890.2162","133,645,155,283.5324"
0xa8C5a0245D6cBdf5daD502A6C56f2B651562284A,249750000000000000000000000000,"249,750,000,000.0000","37,462,500,000.0000"
0x8890b9bcEE905e4aD283F4f92A5ba7122fC5D901,339290370000000000000000000000,"339,290,370,000.0000","50,893,555,500.0000"
0x5c537217c0b8a396f302AD41A59e4d933E871a75,856188848021046263711882812023,"856,188,848,021.0463","128,428,327,203.1569"
0x9b08fE93bD9b8c16BDc9c437312a3eBc91B7Fa7a,0,0.0000,0.0000
0x46c31FC51907b217BE71419e65E367c3130273E6,436280573511455495532290422023,"436,280,573,511.4555","65,442,086,026.7183"
0x50d22e172C5cE8c686A89E8a11ea3590F4fE401A,9506599991000000018655308539,"9,506,599,991","1,425,989,998.65"
0xDaD2D0b37276aD69BA0e75203Ea9b477D1393f0B,365268366000000000023917364923,"365,268,366,000","54,790,254,900"
0x5B4ce02c891eafdB21e48754590D86a676fa30bA,442605241943484030425088638027,"442,605,241,943.484","66,390,786,291.5226"
0x0c954027A79747D09d4B4870b618f1C9AB710B9E,0,0.0000,0.0000
0xD6cF77cEA47b48aEeDc6f72a7967f7baC47Ea199,382274343000000000011448478999,"382,274,343,000","57,341,151,450"
0x930CB9b60bFa91d55f2252Ee440F23C76d5D600e,0,0.0000,0.0000
0xDf56eB3e5E9E50e084A0156AA8d6d1e2A9819afb,474118692789022935304978972030,"474,118,692,789.0229","71,117,803,918.3534"
0x227a7a53d3e3B3131d4Be9DDd73b3e56910cF642,10847736934599089621531691532,"10,847,736,934.5991","1,627,160,540.1899"
0x90e74C58a8082728F93080Ac5d67478E954A40C6,261422250087978000000000000000,"261,422,250,087.978","39,213,337,513.1967"
0x49B0C43fe6fb50Dc35e049df16927eA9385b3835,38321835894628208379271245316,"38,321,835,894.6282","5,748,275,384.1942"
0xcBE87E951ec3F5f0669362Ce2791d41e03591A3a,975024000000000000000000000000,"975,024,000,000.0000","146,253,600,000.0000"
0xC884405Ed8259e4B3B01f67dEE181a25A5cf2bed,2000000000000000000000000000,"2,000,000,000.0000","300,000,000.0000"
0x81e6944D8BAb47D52EC62a81cd9F85Ed528AcE60,28295419459320988164664271039,"28,295,419,459.321","4,244,312,918.8981"
0x558e3DDccC2569C14eE677F7EF23a5E3947d6D2F,0,0.0000,0.0000
0x6c9Bd148897542f6B3AED14c367034Ebd37aE97F,899100000000000000000000000000,"899,100,000,000.0000","134,865,000,000.0000"
0xb317931F32ccA74B835bc0095cEa0beBaCbd79Be,0,0.0000,0.0000
0x234e63eCaB550d8E600f0909544fC75f430Cf1dd,0,0.0000,0.0000
0xDFB98446F65196D668cAC7E53f3750A15a320e9A,38563358380997970207908094612,"38,563,358,380.998","5,784,503,757.1497"
0xf67E61367a0283D82aA05Ac6Fbf35959Da0df9AF,0,0.0000,0.0000
0x0C29611e58f8c0408C4B0CA504fc0ce528E7a87d,940168688144986309605195441,"940,168,688.145","141,025,303.2217"
0x4272D6678d7A2Bfb4b21019bd9E5844b8c98d301,0,0.0000,0.0000
0x74de5d4FCbf63E00296fd95d33236B9794016631,0,0.0000,0.0000
0x9a682b2297cA1Cb8e6DF4B01985E664F41731732,292627541734318991252277961267,"292,627,541,734.319","43,894,131,260.1478"
0xe7B8ECA19396047d91e3918542F31C9b893e5346,100000000000000000000000000000,"100,000,000,000.0000","15,000,000,000.0000"
0xfFBb70f54E8864DAd9702c350C505E04cDfB078E,182342601618111051010067617654,"182,342,601,618.1111","27,351,390,242.7167"
0xCFca1ac58b539716003c268A8142e5CF0aB652A1,34960293370881746285919364797,"34,960,293,370.8817","5,244,044,005.6323"
0x745838681C35B26A6CFDA8d7918894189C1eF7Ac,0,0.0000,0.0000
0x47A9D94978223d025886C497DCaa3c674883a7de,550777865523966886458091909881,"550,777,865,523.9669","82,616,679,828.595"
0x6a070E99A41096965A983E74154E3e00a3467252,269667000000000000000000,"269,667.0000","40,450.05"
0x12d0F138d44018d740Cd6065f103fA63d5C60675,0,0.0000,0.0000
0xC0d923A782CeaBBe35DF3E65Fb28B67a6407b5AD,42478210378705539729433639491,"42,478,210,378.7055","6,371,731,556.8058"
0xa5456A8AeC689b606C5e2959CBB177817B091860,195067893023836673900333486433,"195,067,893,023.8367","29,260,183,953.5755"
0x065519128ED0d7f719073E24C4cA680A72fDBb52,0,0.0000,0.0000
0xfd99D46C00Fe13fCD08F77434F129e5aabBc9696,99900000000000000000000000000,"99,900,000,000.0000","14,985,000,000.0000"
0x77fe698d6BeeAA5A86685049d8912bbbb54ba08e,0,0.0000,0.0000
0x431e379a8875D21d297e1e09d201838365ca7e6f,70000000000000000000000000000,"70,000,000,000.0000","10,500,000,000.0000"
0xCb0004a30d9B3bA3fCA94B6412d5E524591e997E,71839237804975275994308733379,"71,839,237,804.9753","10,775,885,670.7463"
0x0354fAd389CFe532E956b70400F8d420Ed362a5A,0,0.0000,0.0000
0x13C466706CF7d8ADCF47fb166101a589592e4823,50874168771668559836760608504,"50,874,168,771.6686","7,631,125,315.7503"
0xa3FD2C06E457df06Faa62645A9E0716e424a208b,0,0.0000,0.0000
0xBd48FE20FE984331641107D174615f0f6963113e,37494255551542909313893980589,"37,494,255,551.5429","5,624,138,332.7314"
0xa13C7bfC864e9B7A826376929bDAb1Ab24c44A3e,12922711213278208225803032667,"12,922,711,213.2782","1,938,406,681.9917"
0xb50A39204D6e8B412BEa27BFf4B3c73fD33347B5,579977518079898546,0.58,0.087
0x072c9a243E84269A686DFFA548255FB975f985A5,0,0.0000,0.0000
0xb9113645CF7Fc6A7b18f29ec4F9f58D16026e93F,13102073656680330313186893892,"13,102,073,656.6803","1,965,311,048.502"
0x7B00BCF548A069906F654627C3E04795357D8299,9281179738695067196377479711,"9,281,179,738.6951","1,392,176,960.8043"
0x9b1042e9a2A26535250743faD2c2da9177644fF9,0,0.0000,0.0000
0x6915F3ECC9Ced89b095fdDf63c29C09Bab1A16f9,0,0.0000,0.0000
0x35a7253B0f83486aC64b5B7401433C3c5C7198a6,0,0.0000,0.0000
0xACE9E4d941976b5816Be8B3Fa63D4F6A976299C6,0,0.0000,0.0000
0xA386E6854828747E24F0A5744bB1d80ad6859D2D,9465622546450846432441,"9,465.6225","1,419.8434"
0xa097b1a46b44b84167ccC99eF3657B9f964a39D8,0,0.0000,0.0000
0x0cA80A9530750b0ed92f83a5Eb8621d9aCD9a319,0,0.0000,0.0000
0x9B650110afd72A4f0aDBba336A2c69e872590141,13926708147635863548930349150,"13,926,708,147.6359","2,089,006,222.1454"
0x51Af8e7442829E881D05AaCD30C06E52965e830b,0,0.0000,0.0000
0x43d8fd848B13Cb8Cf528c94899Ae914B9E822556,12350453793550840245003253498,"12,350,453,793.5508","1,852,568,069.0326"
0xB42A079619B19ae38AE94bd5227C395D1e775724,0,0.0000,0.0000
0x980ea2A7bC5bA74445fd1D1dFBc83833A2ED599A,0,0.0000,0.0000
0xE60de3f6d89EB677d8D87d30adFBFC162Cf9dd6A,0,0.0000,0.0000
0x0351CFf00BDC704cc7dC3B45972c33B4305f41DC,158000000000000000000000000000,"158,000,000,000.0000","23,700,000,000.0000"
0x103A45CAe6A4519E7b0719C1cAe4d8b85098ae7C,3915033412635555026784634198,"3,915,033,412.6356","587,255,011.8953"
0x4055Cc26512f640D431fDD8b0A774D73729BE04C,0,0.0000,0.0000
0x473C4ccBB428eFBF4b453A967fa4bc8Ba26BC346,92090638231760454833285872715,"92,090,638,231.7605","13,813,595,734.7641"
0xF6a65f77521C4300D89b023b023a8060FE9999E8,0,0.0000,0.0000
0x4f0e17dE96A28C05C6bF08e2863D177A5020994C,999000000000000074603176502,"999,000,000","149,850,000"
0xa7eB07a28C8c5373DF0A057B00cf398D8DD6534a,9246627661173019373107093064,"9,246,627,661.173","1,386,994,149.176"
0x9946b0089c68ebE031E65F95ECf418d751c1eEe0,0,0.0000,0.0000
0xc31eFd415F85f8843f9Abb363fc12D87B634683C,0,0.0000,0.0000
0xFECF0CF7f65881DFb79ef98F59DabEe8225dC4b8,0,0.0000,0.0000
0x1D6ffc3F796c65F5Ff575Dd6cd761E625b0511Dd,0,0.0000,0.0000
0x973D641121EA5B347b33746C57d1d9Ef33127E9B,12562715468862173970806574541,"12,562,715,468.8622","1,884,407,320.3293"
0xbBB175001e600AD9A279d46A4e40141f5cbF959F,44350853553409057231514671080,"44,350,853,553.4091","6,652,628,033.0114"
0x0400AB54924aB016f367580f0e6CE8c1362FE622,0,0.0000,0.0000
0x41DadD4DB675ad02202F14914cC7C34c972f4eC1,16491061205964302705548948256,"16,491,061,205.9643","2,473,659,180.8946"
0x1BE19eb0596354F272382Fc1DE1F737EfE989299,0,0.0000,0.0000
0x3D10a0711238B014675B5552184fD6237C2BE4A2,0,0.0000,0.0000
0x4C135C41E95FCa59122a30B64dF0e250e59de788,0,0.0000,0.0000
0x278Aa5E5cD4c424DddDeA3F583822Af9fecceb27,0,0.0000,0.0000
0x23A08c2d65efB6681627aa02142c755E43e27814,0,0.0000,0.0000
0x019ae004D114784f3A9240BCFC3E842D3209A749,0,0.0000,0.0000
0x3632272c93BD290Ffdd0A0A8A8B339D93F9DDf92,0,0.0000,0.0000
0xE4DC42C4F97545459b59B4368261b0571e61ad54,0,0.0000,0.0000
0x3C6Ef60EF7C487f161A87e1D3C059A37b9c9Fb1A,0,0.0000,0.0000
0x7d1Ca405009FAE414A340249cDFfAFDbB957F98c,2533778725475552994957959557,"2,533,778,725.4756","380,066,808.8213"
0x562e4C92Be523CF86A59B62E84502624c5De6365,42485117450728647590763577874,"42,485,117,450.7286","6,372,767,617.6093"
0x549E4a30D5DE77402ed2F0D9122E5FF366C1b299,0,0.0000,0.0000
0x7ec5fCeE8C2a31d99C728FFB7c0dE01ddA52A0E2,0,0.0000,0.0000
0x131d90E07e464B0Bc6FD9d7782F5661bc0ce6AF2,0,0.0000,0.0000
0x6E36dDA6E61D2ea11bAa0009816Bc31A6FBdAf16,7992000053069522455011755004,"7,992,000,053.0695","1,198,800,007.9604"
0xF04B629ebBd664B10ff7B2CeB7f5415E751a1A81,9061289646172758561272523213,"9,061,289,646.1728","1,359,193,446.9259"
0x2aC2BC80a7056BeeAf4f8e66f249EEAe9d718693,0,0.0000,0.0000
0xfb00240D192F6B7c041e8dD280665addAcaf8174,538493272901735943379311371,"538,493,272.9017","80,773,990.9353"
0x4D7b07BA3Ab520E7ACfb136821814b16DF87f0c8,13368509783495863330556576447,"13,368,509,783.4959","2,005,276,467.5244"
0x1158A47262674179e62F8E094257D5137C14bD25,31934416273920080087138277574,"31,934,416,273.9201","4,790,162,441.088"
0x376c0e52D340D981437e368cbEEB4Eae2d84B7D9,0,0.0000,0.0000
0xc316bD3E7eeb63563c23385342B8781407063586,18000000000000000000000000000,"18,000,000,000.0000","2,700,000,000.0000"
0x526cD5926BF692650D4808F8D5A39CD603245f7c,23241881445394474106494006287,"23,241,881,445.3945","3,486,282,216.8092"
0x1BFf3a865D1bAB2033a1691B52e2A6948B9345dE,0,0.0000,0.0000
0xAE3308Ad8F83a7F435e3a6De46d72543a1B64082,8736120997204413445338501767,"8,736,120,997.2044","1,310,418,149.5807"
0xdD6D3f4B81BCD9B94ee3Db19d88C43D97786a0A2,57626938858759888975985845217,"57,626,938,858.7599","8,644,040,828.814"
0xC999E869B0C0ce72A705d5078B33155E67ceEc7F,0,0.0000,0.0000
0xfe8Bb29c6F99520aD5d51D9daa0280C882f35780,49935274648108804287889966582,"49,935,274,648.1088","7,490,291,197.2163"
0x144Fd3471C96e2BB609b0699aECD4bAb6672D51C,10568047183332595740993909174,"10,568,047,183.3326","1,585,207,077.4999"
0x206a1261f2aed5DbDcE4a0961AD6F3F9C2B32863,0,0.0000,0.0000
0xaFe0349EF1BDF23451Dc1507b7D3f115Ee8D9e3D,4357935404603234723017740628,"4,357,935,404.6032","653,690,310.6905"
0xAADcb8d3f3f4eD1170e23BE8f6505fa41AEE9B43,34467289170230791327390929977,"34,467,289,170.2308","5,170,093,375.5346"
0xc0b558B324184Ded8312d68E7c0a8e8F3a489B9E,0,0.0000,0.0000
0x2E2B8b64eF543996BF40d477a0c652Ae3d301306,12269424824233108273009254328,"12,269,424,824.2331","1,840,413,723.635"
0x49CE5D269FcDaA205b7F278862CF85e45A048074,1698300000000000000000000000,"1,698,300,000.0000","254,745,000.0000"
0x15e5Dd2f07CE68417d76d807E089694d7ACDAa6D,0,0.0000,0.0000
0xAFf0B7F81164045CC04db3b6e305e43bfdF0ec2c,0,0.0000,0.0000
0x93b72B099882d3ccCF0931CD26e544326F87111d,0,0.0000,0.0000
0x55324aB566f52af2805D16860A303a2c5fe4fF55,0,0.0000,0.0000
0xE9c9d57a1294E8B3a3bc967C1D83e04Ea205Af0f,75325365227433268176769202496,"75,325,365,227.4333","11,298,804,784.115"
0xbaA7E3f9BC9BFD84f7fDfE0168F0b46AD82BA871,0,0.0000,0.0000
0xb9847816019370D83aE32B83CBBa9c8d5947245A,13172888265366970182797550779,"13,172,888,265.367","1,975,933,239.805"
0xDac4bA929c946Bc5B5696502aA1A4D1b7054B4A2,0,0.0000,0.0000
0xFd99DCF11401f4561B6efe3560b2a92fD0A63A03,0,0.0000,0.0000
0x8510da61830EB382271c6eE5310A2AcFc416E0ed,17062779810327701393872337395,"17,062,779,810.3277","2,559,416,971.5492"
0xf68d2048283E7BD998Ce778f450a6036175869Cb,0,0.0000,0.0000
0x89121C6E6E98b90C0866F4673b36AF84eFB44Ea8,2999164122458261652316918445,"2,999,164,122.4583","449,874,618.3687"
